Author,Institution,Venue,Year,AdjustedCount
Ted Chinburg,University of Pennsylvania,Compositio Mathematica,1999,0.25
Ted Chinburg,University of Pennsylvania,Compositio Mathematica,2007,0.3333333333333333
John M. Rosenberg,University of Pittsburgh,Journal of Computational Chemistry,1995,0.45
John M. Rosenberg,University of Pittsburgh,Journal of Computational Chemistry,1992,0.2
Gregory F. Cooper,University of Pittsburgh,Journal of Machine Learning Research,2004,0.5
Gregory F. Cooper,University of Pittsburgh,Journal of Machine Learning Research,2005,0.25
Gregory F. Cooper,University of Pittsburgh,Journal of Machine Learning Research,2010,0.5
Andreas Buja,University of Pennsylvania,Annals of Statistics,1994,1.5833333333333333
Andreas Buja,University of Pennsylvania,Journal of the American Statistical Association,2009,0.8333333333333333
Andreas Buja,University of Pennsylvania,Journal of the American Statistical Association,1985,0.5
Andreas Buja,University of Pennsylvania,R Journal,2015,0.3333333333333333
Andreas Buja,University of Pennsylvania,Journal of Machine Learning Research,2013,0.5
Andreas Buja,University of Pennsylvania,Annals of Statistics,1995,0.3333333333333333
Andreas Buja,University of Pennsylvania,Journal of the American Statistical Association,1994,0.3333333333333333
Andreas Buja,University of Pennsylvania,Annals of Statistics,2013,0.2
Andreas Buja,University of Pennsylvania,Annals of Statistics,1991,0.25
Andreas Buja,University of Pennsylvania,Journal of Machine Learning Research,2016,0.6666666666666666
Andreas Buja,University of Pennsylvania,Annals of Statistics,1989,0.3333333333333333
Andreas Buja,University of Pennsylvania,Journal of Machine Learning Research,2008,0.5
Andreas Buja,University of Pennsylvania,Journal of Machine Learning Research,2007,0.3333333333333333
Andreas Buja,University of Pennsylvania,Annals of Statistics,1990,1.0
Andreas Buja,University of Pennsylvania,Annals of Statistics,1985,0.5
Kehui Chen,University of Pittsburgh,Journal of the American Statistical Association,2018,0.5
Kehui Chen,University of Pittsburgh,Journal of the American Statistical Association,2012,0.5
Kehui Chen,University of Pittsburgh,Journal of the American Statistical Association,2011,0.25
Monique Guignard,University of Pennsylvania,Annals of Mathematics,1977,1.0
Marshall M. Joffe,University of Pennsylvania,Annals of Statistics,2011,0.3333333333333333
Marshall M. Joffe,University of Pennsylvania,Journal of the American Statistical Association,2004,0.2
Pandu R. Tadikamalla,University of Pittsburgh,Journal of the American Statistical Association,1980,1.0
Thomas R. Ten Have,University of Pennsylvania,Journal of the American Statistical Association,1998,0.3333333333333333
Thomas R. Ten Have,University of Pennsylvania,Journal of the American Statistical Association,2008,0.3333333333333333
Thomas R. Ten Have,University of Pennsylvania,Journal of the American Statistical Association,2001,0.2
Thomas R. Ten Have,University of Pennsylvania,Journal of the American Statistical Association,2004,0.2
Weijie Su,University of Pennsylvania,Journal of the American Statistical Association,2019,0.9166666666666666
Weijie Su,University of Pennsylvania,Annals of Statistics,2017,0.6666666666666666
Weijie Su,University of Pennsylvania,Annals of Statistics,2016,1.0
Weijie Su,University of Pennsylvania,Journal of Machine Learning Research,2016,0.3333333333333333
Weijie Su,University of Pennsylvania,Annals of Statistics,2015,0.2
Howard E. Rockette,University of Pittsburgh,Journal of the American Statistical Association,1974,0.3333333333333333
Howard E. Rockette,University of Pittsburgh,Annals of Mathematics,2006,0.5
Shankar Kumar,University of Pittsburgh,Journal of Computational Chemistry,1995,0.45
Shankar Kumar,University of Pittsburgh,Journal of Computational Chemistry,1996,0.3333333333333333
Eric J. Tchetgen Tchetgen,University of Pennsylvania,Annals of Statistics,2012,0.5
Eric J. Tchetgen Tchetgen,University of Pennsylvania,Annals of Statistics,2016,1.0
Eric J. Tchetgen Tchetgen,University of Pennsylvania,Journal of the American Statistical Association,2018,0.5
Eric J. Tchetgen Tchetgen,University of Pennsylvania,Annals of Statistics,2013,0.3333333333333333
Eric J. Tchetgen Tchetgen,University of Pennsylvania,Journal of the American Statistical Association,2019,0.6666666666666666
Eric J. Tchetgen Tchetgen,University of Pennsylvania,Journal of the American Statistical Association,2017,0.4
Eric J. Tchetgen Tchetgen,University of Pennsylvania,Journal of the American Statistical Association,2020,1.0
Noah Gans,University of Pennsylvania,Journal of the American Statistical Association,2005,0.14285714285714285
J. Michael Steele,University of Pennsylvania,Annals of Probability,1980,1.0
J. Michael Steele,University of Pennsylvania,Annals of Probability,1988,1.0
J. Michael Steele,University of Pennsylvania,Annals of Statistics,1986,1.0
J. Michael Steele,University of Pennsylvania,Annals of Probability,1981,1.5
J. Michael Steele,University of Pennsylvania,Annals of Probability,2003,0.5
J. Michael Steele,University of Pennsylvania,Annals of Probability,2016,0.5
J. Michael Steele,University of Pennsylvania,Journal of the American Statistical Association,1980,0.5
J. Michael Steele,University of Pennsylvania,Journal of the American Statistical Association,1987,0.5
J. Michael Steele,University of Pennsylvania,Annals of Probability,1978,1.0
J. Michael Steele,University of Pennsylvania,"Journal of Combinatorial Theory, Series A",1978,1.0
J. Michael Steele,University of Pennsylvania,Annals of Probability,1982,1.0
J. Michael Steele,University of Pennsylvania,Annals of Probability,2015,0.3333333333333333
J. Michael Steele,University of Pennsylvania,Annals of Statistics,1978,0.5
J. Michael Steele,University of Pennsylvania,Annals of Probability,1986,1.0
J. Michael Steele,University of Pennsylvania,Annals of Probability,1977,2.0
J. Michael Steele,University of Pennsylvania,Annals of Probability,1979,0.5
Satish Iyengar,University of Pittsburgh,Annals of Mathematics,2019,0.5
Satish Iyengar,University of Pittsburgh,Journal of the American Statistical Association,2018,0.2
Jean Gallier,University of Pennsylvania,IEEE Transactions on Pattern Analysis and Machine Intelligence,2012,0.2
Martica Hall,University of Pittsburgh,Journal of the American Statistical Association,2017,0.4
Martica Hall,University of Pittsburgh,Journal of the American Statistical Association,2018,0.2
Martica Hall,University of Pittsburgh,Annals of Statistics,2013,0.5
Martica Hall,University of Pittsburgh,Journal of the American Statistical Association,2019,0.25
Greta Panova,University of Pennsylvania,"Journal of Combinatorial Theory, Series A",2019,0.6666666666666666
Greta Panova,University of Pennsylvania,"Journal of Combinatorial Theory, Series A",2014,0.25
Greta Panova,University of Pennsylvania,Journal of the American Mathematical Society,2018,1.0
Greta Panova,University of Pennsylvania,"Journal of Combinatorial Theory, Series A",2017,0.5
Greta Panova,University of Pennsylvania,Annals of Probability,2015,0.5
Greta Panova,University of Pennsylvania,"Journal of Combinatorial Theory, Series A",2018,0.3333333333333333
Jian Ding,University of Pennsylvania,Communications on Pure and Applied Mathematics,2016,0.6666666666666666
Jian Ding,University of Pennsylvania,Annals of Probability,2014,2.0
Jian Ding,University of Pennsylvania,Annals of Probability,2019,0.5
Jian Ding,University of Pennsylvania,Annals of Mathematics,2012,1.0
Jian Ding,University of Pennsylvania,Communications on Pure and Applied Mathematics,2019,1.0
Jian Ding,University of Pennsylvania,Annals of Probability,2020,1.0
Jian Ding,University of Pennsylvania,Annals of Probability,2015,0.3333333333333333
Jian Ding,University of Pennsylvania,Annals of Probability,2012,0.3333333333333333
Jian Ding,University of Pennsylvania,Annals of Probability,2017,0.6666666666666666
Jian Ding,University of Pennsylvania,Geometric and Functional Analysis,2013,0.6666666666666666
Jian Ding,University of Pennsylvania,Annals of Probability,2019,0.5
Wolfgang Ziller,University of Pennsylvania,Geometric and Functional Analysis,2004,0.3333333333333333
Wolfgang Ziller,University of Pennsylvania,Geometric and Functional Analysis,2011,0.3333333333333333
Wolfgang Ziller,University of Pennsylvania,Journal of Differential Geometry,1983,0.3333333333333333
Wolfgang Ziller,University of Pennsylvania,Journal of Differential Geometry,1976,0.5
Wolfgang Ziller,University of Pennsylvania,Annals of Mathematics,2000,1.0
Wolfgang Ziller,University of Pennsylvania,Journal of Differential Geometry,1990,0.5
Wolfgang Ziller,University of Pennsylvania,Journal of Differential Geometry,2008,0.6666666666666666
Wolfgang Ziller,University of Pennsylvania,Journal of Differential Geometry,2014,1.0
Wolfgang Ziller,University of Pennsylvania,Geometry & Topology,2011,0.5
Bogdan Ion,University of Pittsburgh,Compositio Mathematica,2003,2.0
Bogdan Ion,University of Pittsburgh,Compositio Mathematica,2015,0.5
Leon Jay Gleser,University of Pittsburgh,Annals of Statistics,1969,1.0
Leon Jay Gleser,University of Pittsburgh,Journal of the American Statistical Association,1976,1.5
Leon Jay Gleser,University of Pittsburgh,Annals of Statistics,1966,2.0
Leon Jay Gleser,University of Pittsburgh,Annals of Statistics,1964,1.0
Leon Jay Gleser,University of Pittsburgh,Annals of Mathematics,1975,1.0
Leon Jay Gleser,University of Pittsburgh,Annals of Statistics,1981,1.0
Leon Jay Gleser,University of Pittsburgh,Annals of Statistics,1987,0.8333333333333333
Leon Jay Gleser,University of Pittsburgh,Journal of the American Statistical Association,1992,2.0
Leon Jay Gleser,University of Pittsburgh,Annals of Statistics,1968,1.0
Leon Jay Gleser,University of Pittsburgh,Journal of the American Statistical Association,1972,1.0
Leon Jay Gleser,University of Pittsburgh,Annals of Mathematics,1992,0.5
Leon Jay Gleser,University of Pittsburgh,Annals of Statistics,1990,1.0
Leon Jay Gleser,University of Pittsburgh,Annals of Statistics,1973,0.5
Leon Jay Gleser,University of Pittsburgh,Annals of Statistics,1979,1.0
Leon Jay Gleser,University of Pittsburgh,Annals of Statistics,1976,0.5
Leon Jay Gleser,University of Pittsburgh,Annals of Statistics,1983,0.5
Leon Jay Gleser,University of Pittsburgh,Annals of Statistics,1965,1.0
Leon Jay Gleser,University of Pittsburgh,Annals of Probability,1975,1.0
Leon Jay Gleser,University of Pittsburgh,Journal of the American Statistical Association,1985,1.3333333333333333
Paul A. Yushkevich,University of Pennsylvania,IEEE Transactions on Pattern Analysis and Machine Intelligence,2013,0.16666666666666666
Yong Chen,University of Pennsylvania,Journal of the American Statistical Association,2020,0.2
Zongming Ma,University of Pennsylvania,Annals of Statistics,2016,0.6666666666666666
Zongming Ma,University of Pennsylvania,Annals of Statistics,2015,1.25
Zongming Ma,University of Pennsylvania,Journal of Machine Learning Research,2015,0.5
Zongming Ma,University of Pennsylvania,IEEE Transactions on Information Theory,2015,1.0
Zongming Ma,University of Pennsylvania,Journal of the American Statistical Association,2014,0.3333333333333333
Zongming Ma,University of Pennsylvania,Journal of Machine Learning Research,2016,1.1666666666666665
Zongming Ma,University of Pennsylvania,Journal of Machine Learning Research,2008,0.3333333333333333
Zongming Ma,University of Pennsylvania,Annals of Statistics,2017,0.3333333333333333
Zongming Ma,University of Pennsylvania,Annals of Statistics,2018,0.25
Zongming Ma,University of Pennsylvania,Annals of Probability,2012,0.5
Zongming Ma,University of Pennsylvania,Journal of Machine Learning Research,2020,0.3333333333333333
Lindsay C. Page,University of Pittsburgh,Annals of Statistics,2018,0.25
Lindsay C. Page,University of Pittsburgh,Annals of Statistics,2016,0.25
Camillo J. Taylor,University of Pennsylvania,IEEE Transactions on Pattern Analysis and Machine Intelligence,1995,1.0
Camillo J. Taylor,University of Pennsylvania,IEEE Transactions on Pattern Analysis and Machine Intelligence,2001,1.0
Camillo J. Taylor,University of Pennsylvania,IEEE Transactions on Pattern Analysis and Machine Intelligence,2008,0.5
Tony Pantev,University of Pennsylvania,Compositio Mathematica,2009,0.3333333333333333
Tony Pantev,University of Pennsylvania,Journal of Differential Geometry,2002,0.6666666666666666
Tony Pantev,University of Pennsylvania,Journal of Differential Geometry,1994,0.5
Tony Pantev,University of Pennsylvania,Geometric and Functional Analysis,2013,0.3333333333333333
Tony Pantev,University of Pennsylvania,Journal of Differential Geometry,2000,0.25
Saswati Sarkar,University of Pennsylvania,IEEE Transactions on Information Theory,2004,2.0
Saswati Sarkar,University of Pennsylvania,IEEE Transactions on Information Theory,2005,0.5
Saswati Sarkar,University of Pennsylvania,IEEE Transactions on Information Theory,2002,1.0
Saswati Sarkar,University of Pennsylvania,IEEE Transactions on Information Theory,2012,0.3333333333333333
Saswati Sarkar,University of Pennsylvania,IEEE Transactions on Information Theory,2008,0.25
Saswati Sarkar,University of Pennsylvania,IEEE Transactions on Information Theory,2010,0.3333333333333333
Norman I. Badler,University of Pennsylvania,IEEE Transactions on Pattern Analysis and Machine Intelligence,1979,1.0
Norman I. Badler,University of Pennsylvania,IEEE Transactions on Pattern Analysis and Machine Intelligence,1980,0.5
Andrew P. Bunger,University of Pittsburgh,Journal of Computational Physics,2019,0.5
G. B. Ermentrout,University of Pittsburgh,Communications on Pure and Applied Mathematics,1986,0.5
Paul D. Allison,University of Pennsylvania,Journal of the American Statistical Association,1985,1.0
Andrew Timothy Wilson,University of Pennsylvania,"Journal of Combinatorial Theory, Series A",2018,1.0
Andrew Timothy Wilson,University of Pennsylvania,"Journal of Combinatorial Theory, Series A",2015,0.5
Eric T. Bradlow,University of Pennsylvania,Annals of Statistics,2014,0.3333333333333333
Eric T. Bradlow,University of Pennsylvania,Journal of the American Statistical Association,1998,0.3333333333333333
Eric T. Bradlow,University of Pennsylvania,Journal of the American Statistical Association,1994,0.2
Eric T. Bradlow,University of Pennsylvania,Journal of the American Statistical Association,2001,0.5
Eric T. Bradlow,University of Pennsylvania,Journal of the American Statistical Association,2002,0.5
Eric T. Bradlow,University of Pennsylvania,Journal of the American Statistical Association,1999,0.5
Saleem A. Kassam,University of Pennsylvania,IEEE Transactions on Information Theory,1985,0.5
Saleem A. Kassam,University of Pennsylvania,IEEE Transactions on Information Theory,1982,0.3333333333333333
Saleem A. Kassam,University of Pennsylvania,IEEE Transactions on Information Theory,1992,0.5
Saleem A. Kassam,University of Pennsylvania,IEEE Transactions on Information Theory,1991,0.5
Saleem A. Kassam,University of Pennsylvania,IEEE Transactions on Information Theory,1979,0.5
Saleem A. Kassam,University of Pennsylvania,IEEE Transactions on Information Theory,1995,1.5
Murray Gerstenhaber,University of Pennsylvania,Annals of Mathematics,1964,1.0
Bhaswar B. Bhattacharya,University of Pennsylvania,Annals of Probability,2017,1.3333333333333333
Bhaswar B. Bhattacharya,University of Pennsylvania,Annals of Probability,2016,2.0
Bhaswar B. Bhattacharya,University of Pennsylvania,Journal of the American Statistical Association,2020,0.25
Christopher B. Croke,University of Pennsylvania,Journal of Differential Geometry,1980,2.0
Christopher B. Croke,University of Pennsylvania,Geometric and Functional Analysis,2009,0.6666666666666666
Christopher B. Croke,University of Pennsylvania,Geometric and Functional Analysis,2002,1.0
Christopher B. Croke,University of Pennsylvania,Journal of Differential Geometry,1982,1.0
Christopher B. Croke,University of Pennsylvania,Journal of Differential Geometry,1991,1.0
Christopher B. Croke,University of Pennsylvania,Journal of Differential Geometry,1988,1.0
Christopher B. Croke,University of Pennsylvania,Journal of Differential Geometry,1994,0.5
Christopher B. Croke,University of Pennsylvania,Geometric and Functional Analysis,2005,0.5
Jinbo Chen,University of Pennsylvania,Annals of Statistics,2018,0.25
Jinbo Chen,University of Pennsylvania,Journal of the American Statistical Association,2006,0.07692307692307693
Jinbo Chen,University of Pennsylvania,Journal of the American Statistical Association,2008,0.125
Jinbo Chen,University of Pennsylvania,Annals of Statistics,2020,0.16666666666666666
Qingyuan Zhao,University of Pennsylvania,Journal of the American Statistical Association,2018,0.6666666666666666
Qingyuan Zhao,University of Pennsylvania,Annals of Statistics,2019,2.5
Qingyuan Zhao,University of Pennsylvania,Journal of the American Statistical Association,2019,2.6666666666666665
Qingyuan Zhao,University of Pennsylvania,Annals of Statistics,2020,0.2
Qingyuan Zhao,University of Pennsylvania,Journal of the American Statistical Association,2020,0.5
Jason DeBlois,University of Pittsburgh,Journal of Topology,2020,2.0
Jason DeBlois,University of Pittsburgh,Geometry & Topology,2015,1.0
Marek J. Druzdzel,University of Pittsburgh,Journal of Machine Learning Research,2003,0.5
Ying Ding,University of Pittsburgh,Journal of the American Statistical Association,2016,0.2
Ying Ding,University of Pittsburgh,Annals of Statistics,2014,0.16666666666666666
Vidit Nanda,University of Pennsylvania,IEEE Transactions on Pattern Analysis and Machine Intelligence,2020,0.3333333333333333
Gregory M. Constantine,University of Pittsburgh,Annals of Statistics,1982,1.0
Gregory M. Constantine,University of Pittsburgh,Annals of Mathematics,1986,1.0
Gregory M. Constantine,University of Pittsburgh,Annals of Statistics,1981,1.0
Chenfanfu Jiang,University of Pennsylvania,Journal of Computational Physics,2017,0.3333333333333333
Florian Pop,University of Pennsylvania,Annals of Mathematics,1996,1.0
Florian Pop,University of Pennsylvania,Annals of Mathematics,1994,1.0
Florian Pop,University of Pennsylvania,Annals of Mathematics,2010,1.0
Florian Pop,University of Pennsylvania,Annals of Mathematics,2014,1.0
Florian Pop,University of Pennsylvania,Compositio Mathematica,2010,1.0
Peyman Givi,University of Pittsburgh,Journal of Computational Physics,2011,0.25
Edgar Dobriban,University of Pennsylvania,Journal of Machine Learning Research,2020,1.0
Edgar Dobriban,University of Pennsylvania,Annals of Statistics,2020,0.6666666666666666
Edgar Dobriban,University of Pennsylvania,Annals of Statistics,2018,0.6666666666666666
Edgar Dobriban,University of Pennsylvania,IEEE Transactions on Information Theory,2013,0.25
Edgar Dobriban,University of Pennsylvania,Annals of Statistics,2018,1.0
Edgar Dobriban,University of Pennsylvania,Annals of Statistics,2017,1.0
Earl Glen Whitehead,University of Pittsburgh,"Journal of Combinatorial Theory, Series B",1981,0.5
Earl Glen Whitehead,University of Pittsburgh,"Journal of Combinatorial Theory, Series A",1978,1.0
P. R. Krishnaiah,University of Pittsburgh,Annals of Mathematics,1987,0.5
P. R. Krishnaiah,University of Pittsburgh,IEEE Transactions on Information Theory,1989,0.3333333333333333
P. R. Krishnaiah,University of Pittsburgh,Annals of Mathematics,1989,0.5833333333333333
P. R. Krishnaiah,University of Pittsburgh,Annals of Mathematics,1983,0.3333333333333333
Justine Shults,University of Pennsylvania,Journal of Statistical Software,2008,0.5
Justine Shults,University of Pennsylvania,Journal of Statistical Software,2010,0.5
Nandita Mitra,University of Pennsylvania,Annals of Statistics,2013,0.25
Justin Bleich,University of Pennsylvania,Journal of Statistical Software,2016,0.5
Justin Bleich,University of Pennsylvania,Journal of Machine Learning Research,2017,0.25
Justin Bleich,University of Pennsylvania,Annals of Statistics,2014,0.25
Tak Kwong Wong,University of Pennsylvania,Communications on Pure and Applied Mathematics,2015,0.5
Abraham J. Wyner,University of Pennsylvania,Annals of Statistics,2017,0.6666666666666666
Abraham J. Wyner,University of Pennsylvania,Annals of Probability,1999,1.0
Abraham J. Wyner,University of Pennsylvania,Annals of Statistics,2009,0.3333333333333333
Abraham J. Wyner,University of Pennsylvania,IEEE Transactions on Information Theory,1969,0.25
Abraham J. Wyner,University of Pennsylvania,Journal of Machine Learning Research,2017,0.5
Abraham J. Wyner,University of Pennsylvania,Journal of the American Statistical Association,2013,0.25
Abraham J. Wyner,University of Pennsylvania,IEEE Transactions on Information Theory,2002,0.3333333333333333
Abraham J. Wyner,University of Pennsylvania,Annals of Statistics,1999,0.5
Abraham J. Wyner,University of Pennsylvania,Journal of Machine Learning Research,2007,0.3333333333333333
Abraham J. Wyner,University of Pennsylvania,Journal of Machine Learning Research,2008,0.5
Abraham J. Wyner,University of Pennsylvania,IEEE Transactions on Information Theory,1998,0.5833333333333333
Abraham J. Wyner,University of Pennsylvania,Annals of Statistics,2011,0.5
Hessam Babaee,University of Pittsburgh,Journal of Computational Physics,2017,0.25
Saul Shiffman,University of Pittsburgh,Annals of Statistics,2012,0.25
Ching-Li Chai,University of Pennsylvania,Annals of Mathematics,2012,0.5
Ching-Li Chai,University of Pennsylvania,Annals of Mathematics,2011,0.5
Daniel J. Buysse,University of Pittsburgh,Journal of the American Statistical Association,2017,0.4
Daniel J. Buysse,University of Pittsburgh,Journal of the American Statistical Association,2018,0.2
Wensheng Guo,University of Pennsylvania,Journal of the American Statistical Association,2004,0.3333333333333333
Wensheng Guo,University of Pennsylvania,Annals of Statistics,2009,0.25
Wensheng Guo,University of Pennsylvania,Journal of the American Statistical Association,1999,0.3333333333333333
Wensheng Guo,University of Pennsylvania,Journal of the American Statistical Association,2003,0.25
Wensheng Guo,University of Pennsylvania,Annals of Mathematics,2002,0.5
Wensheng Guo,University of Pennsylvania,Journal of the American Statistical Association,2005,0.3333333333333333
John Bryce McLeod,University of Pittsburgh,Archive for Rational Mechanics and Analysis,1976,0.5
John Bryce McLeod,University of Pittsburgh,Archive for Rational Mechanics and Analysis,1989,0.5
John Bryce McLeod,University of Pittsburgh,Archive for Rational Mechanics and Analysis,1998,0.25
John Bryce McLeod,University of Pittsburgh,Archive for Rational Mechanics and Analysis,1969,1.0
John Bryce McLeod,University of Pittsburgh,Archive for Rational Mechanics and Analysis,1988,0.5
John Bryce McLeod,University of Pittsburgh,Archive for Rational Mechanics and Analysis,1974,1.0
John Bryce McLeod,University of Pittsburgh,Archive for Rational Mechanics and Analysis,1999,0.5
Shane T. Jensen,University of Pennsylvania,Journal of the American Statistical Association,2011,0.5
Shane T. Jensen,University of Pennsylvania,Journal of the American Statistical Association,2010,0.25
Shane T. Jensen,University of Pennsylvania,Annals of Statistics,2009,0.5833333333333333
Shane T. Jensen,University of Pennsylvania,Journal of the American Statistical Association,2013,0.5
Shane T. Jensen,University of Pennsylvania,Annals of Statistics,2016,0.8333333333333333
Shane T. Jensen,University of Pennsylvania,Annals of Statistics,2013,0.5
Shane T. Jensen,University of Pennsylvania,Annals of Statistics,2019,1.0
Shane T. Jensen,University of Pennsylvania,Annals of Statistics,2014,0.45
Shane T. Jensen,University of Pennsylvania,Journal of the American Statistical Association,2008,1.0
Shane T. Jensen,University of Pennsylvania,Annals of Statistics,2007,0.3333333333333333
Mirkó Visontai,University of Pennsylvania,"Journal of Combinatorial Theory, Series A",2013,0.5
Daniel D. Lee,University of Pennsylvania,IEEE Transactions on Pattern Analysis and Machine Intelligence,2018,0.2
Zhao Ren,University of Pittsburgh,Journal of the American Statistical Association,2019,0.25
Zhao Ren,University of Pittsburgh,Journal of the American Statistical Association,2016,0.5
Zhao Ren,University of Pittsburgh,Annals of Statistics,2018,0.6666666666666666
Zhao Ren,University of Pittsburgh,Annals of Statistics,2015,0.5
Carey Caginalp,University of Pittsburgh,Archive for Rational Mechanics and Analysis,2012,0.5
Peter S. Fader,University of Pennsylvania,Journal of the American Statistical Association,2001,0.5
Charles A. Hall,University of Pittsburgh,Journal of Computational Physics,1991,0.5
Charles A. Hall,University of Pittsburgh,Journal of Computational Physics,1977,0.5
Charles A. Hall,University of Pittsburgh,Journal of Computational Physics,1975,0.5
Charles A. Hall,University of Pittsburgh,Journal of Computational Physics,1981,0.3333333333333333
Lucas Mentch,University of Pittsburgh,Journal of Machine Learning Research,2016,0.5
Andrew Postlewaite,University of Pennsylvania,Annals of Statistics,2001,2.0
Jim Stasheff,University of Pennsylvania,Journal of Differential Geometry,1997,2.0
Renato G. Bettiol,University of Pennsylvania,Journal of Differential Geometry,2016,0.3333333333333333
Qingcheng Yang,University of Pittsburgh,Journal of Computational Physics,2017,0.5
Matthew A. Smith,University of Pittsburgh,Annals of Statistics,2018,0.25
Matthew A. Smith,University of Pittsburgh,Journal of the American Statistical Association,2015,0.4
Ryan Hynd,University of Pennsylvania,Archive for Rational Mechanics and Analysis,2019,1.0
Ryan Hynd,University of Pennsylvania,Communications on Pure and Applied Mathematics,2012,2.0
Ryan Hynd,University of Pennsylvania,Analysis & PDE,2016,0.5
David Swigon,University of Pittsburgh,Archive for Rational Mechanics and Analysis,1995,0.6666666666666666
Georgios Pavlakos,University of Pennsylvania,IEEE Transactions on Pattern Analysis and Machine Intelligence,2019,0.3333333333333333
Jianbo Shi,University of Pennsylvania,IEEE Transactions on Pattern Analysis and Machine Intelligence,2004,0.5
Jianbo Shi,University of Pennsylvania,IEEE Transactions on Pattern Analysis and Machine Intelligence,2000,0.5
Jianbo Shi,University of Pennsylvania,IEEE Transactions on Pattern Analysis and Machine Intelligence,2020,0.5
Pamela A. Shaw,University of Pennsylvania,Annals of Statistics,2016,0.2
Pamela A. Shaw,University of Pennsylvania,Journal of Statistical Software,2010,0.5
Pamela A. Shaw,University of Pennsylvania,Annals of Statistics,2020,0.14285714285714285
Howard H. Hu,University of Pennsylvania,Journal of Computational Physics,2008,0.5
Howard H. Hu,University of Pennsylvania,Journal of Computational Physics,2007,0.25
Howard H. Hu,University of Pennsylvania,Journal of Computational Physics,2010,0.2
Howard H. Hu,University of Pennsylvania,Journal of Computational Physics,2009,1.0
Howard H. Hu,University of Pennsylvania,Journal of Computational Physics,2001,0.3333333333333333
Howard H. Hu,University of Pennsylvania,Journal of Computational Physics,2006,0.2
Qi Long,University of Pennsylvania,Journal of the American Statistical Association,2016,0.2
Qi Long,University of Pennsylvania,Journal of the American Statistical Association,2008,0.3333333333333333
Qi Long,University of Pennsylvania,Journal of the American Statistical Association,2020,0.2
Emre Biyikli,University of Pittsburgh,Journal of Computational Physics,2017,0.5
Mingyao Li,University of Pennsylvania,Journal of the American Statistical Association,2015,0.3333333333333333
Lawrence A. Kingsley,University of Pittsburgh,Journal of the American Statistical Association,1993,0.14285714285714285
Julius L. Shaneson,University of Pennsylvania,Communications on Pure and Applied Mathematics,2008,1.0
Julius L. Shaneson,University of Pennsylvania,Annals of Mathematics,1991,0.5
Julius L. Shaneson,University of Pennsylvania,Journal of the American Mathematical Society,1991,0.5
Julius L. Shaneson,University of Pennsylvania,Communications on Pure and Applied Mathematics,2012,0.25
Shyam Visweswaran,University of Pittsburgh,Journal of Machine Learning Research,2010,0.5
Kevin G. Lynch,University of Pennsylvania,Journal of the American Statistical Association,1999,0.3333333333333333
Ian Barnett,University of Pennsylvania,Annals of Statistics,2020,0.3333333333333333
Ian Barnett,University of Pennsylvania,Journal of the American Statistical Association,2017,0.3333333333333333
Milos Hauskrecht,University of Pittsburgh,Journal of Machine Learning Research,2006,0.5
Abba M. Krieger,University of Pennsylvania,Journal of the American Statistical Association,1990,0.5
Jonathan Block,University of Pennsylvania,Journal of the American Mathematical Society,1992,0.8333333333333333
Jonathan Block,University of Pennsylvania,Compositio Mathematica,2007,0.6666666666666666
Jonathan Block,University of Pennsylvania,Journal of Differential Geometry,1999,0.5
Jonathan Block,University of Pennsylvania,Geometric and Functional Analysis,2013,0.6666666666666666
Jonathan Block,University of Pennsylvania,Communications on Pure and Applied Mathematics,1997,1.0
Paramveer S. Dhillon,University of Pennsylvania,Journal of Machine Learning Research,2013,0.5
Paramveer S. Dhillon,University of Pennsylvania,Journal of Machine Learning Research,2011,0.3333333333333333
Paramveer S. Dhillon,University of Pennsylvania,Journal of Machine Learning Research,2015,0.3333333333333333
Stephen Melczer,University of Pennsylvania,"Journal of Combinatorial Theory, Series A",2017,0.25
Burcin Simsek,University of Pittsburgh,Annals of Mathematics,2019,0.5
Pixu Shi,University of Pennsylvania,Annals of Statistics,2016,0.3333333333333333
Pixu Shi,University of Pennsylvania,Journal of the American Statistical Association,2017,0.25
Jingshu Wang,University of Pennsylvania,Journal of the American Statistical Association,2019,1.0
Jingshu Wang,University of Pennsylvania,Annals of Statistics,2020,0.2
Jingshu Wang,University of Pennsylvania,Annals of Statistics,2017,0.25
Jesse Y. Hsu,University of Pennsylvania,Journal of the American Statistical Association,2013,0.3333333333333333
John Pluta,University of Pennsylvania,IEEE Transactions on Pattern Analysis and Machine Intelligence,2013,0.16666666666666666
Arun Kumar Kuchibhotla,University of Pennsylvania,Annals of Mathematics,2019,0.6666666666666666
Andy J. Minn,University of Pennsylvania,Journal of the American Statistical Association,2010,0.2
Elaine Zanutto,University of Pennsylvania,Journal of the American Statistical Association,2001,0.25
Elaine Zanutto,University of Pennsylvania,Journal of the American Statistical Association,2004,0.2
Herman Gluck,University of Pennsylvania,Journal of Differential Geometry,2013,0.5
Herman Gluck,University of Pennsylvania,Journal of Differential Geometry,1974,0.3333333333333333
Lambertus Klei,University of Pittsburgh,Annals of Statistics,2013,0.2
Lu Tang,University of Pittsburgh,Journal of Machine Learning Research,2016,0.5
Jacob Burbea,University of Pittsburgh,Journal of Computational Physics,1982,0.5
Jacob Burbea,University of Pittsburgh,Archive for Rational Mechanics and Analysis,1981,1.0
