Author,Institution,Venue,Year,AdjustedCount
Michael Harris,Columbia University in the City of New York,Annals of Mathematics,2010,0.3333333333333333
Michael Harris,Columbia University in the City of New York,Journal of the American Mathematical Society,1996,0.3333333333333333
Michael Harris,Columbia University in the City of New York,Annals of Mathematics,1991,0.5
Daniel Russo,Columbia University in the City of New York,IEEE Transactions on Information Theory,2020,1.0
Daniel Russo,Columbia University in the City of New York,Journal of Machine Learning Research,2016,1.0
Daniel Russo,Columbia University in the City of New York,Journal of Machine Learning Research,2019,0.25
Promit Ghosal,Columbia University in the City of New York,Annals of Statistics,2020,0.5
Chao Li,Columbia University in the City of New York,Compositio Mathematica,2018,0.5
Chao Li,Columbia University in the City of New York,Compositio Mathematica,2016,0.5
Victor H. de la Peña,Columbia University in the City of New York,Annals of Probability,1995,1.0
Victor H. de la Peña,Columbia University in the City of New York,Annals of Probability,1999,1.0
Victor H. de la Peña,Columbia University in the City of New York,Annals of Probability,1992,1.0
Victor H. de la Peña,Columbia University in the City of New York,Annals of Probability,2004,0.3333333333333333
Victor H. de la Peña,Columbia University in the City of New York,Annals of Probability,2003,0.3333333333333333
Victor H. de la Peña,Columbia University in the City of New York,Annals of Probability,1994,0.5
Victor H. de la Peña,Columbia University in the City of New York,Annals of Probability,1997,0.5
Sumit Mukherjee,Columbia University in the City of New York,Annals of Probability,2015,0.5
Sumit Mukherjee,Columbia University in the City of New York,Annals of Statistics,2016,1.0
Sumit Mukherjee,Columbia University in the City of New York,Annals of Statistics,2018,1.0
Sumit Mukherjee,Columbia University in the City of New York,Annals of Probability,2017,1.3333333333333333
Sumit Mukherjee,Columbia University in the City of New York,Annals of Statistics,2020,1.0
Sumit Mukherjee,Columbia University in the City of New York,IEEE Transactions on Information Theory,2019,0.5
Raul Rabadan,Columbia University in the City of New York,Journal of the American Statistical Association,2019,0.4
Michael Betancourt,Columbia University in the City of New York,Journal of Statistical Software,2017,0.2
Jing Dong,Columbia University in the City of New York,Annals of Probability,2017,0.3333333333333333
Miklós Bergou,Columbia University in the City of New York,Journal of Computational Physics,2013,0.16666666666666666
Brian Munsky,Colorado State University,Journal of Computational Physics,2007,0.5
M. M. Siddiqui,Colorado State University,Journal of the American Statistical Association,1967,1.0
M. M. Siddiqui,Colorado State University,Annals of Statistics,1958,2.0
M. M. Siddiqui,Colorado State University,Journal of the American Statistical Association,1973,0.5
M. M. Siddiqui,Colorado State University,Annals of Statistics,1967,1.0
M. M. Siddiqui,Colorado State University,Annals of Statistics,1972,0.3333333333333333
M. M. Siddiqui,Colorado State University,Journal of the American Statistical Association,1965,0.5
M. M. Siddiqui,Colorado State University,Annals of Statistics,1965,1.0
M. M. Siddiqui,Colorado State University,Annals of Probability,1975,0.5
